id,team,champions,win
6626-8529,Red,"['Renekton', 'Volibear', 'Orianna', ""Kog'Maw"", 'Thresh']",0
6627-8535,Blue,"['Camille', 'Lee Sin', 'Twisted Fate', 'Varus', 'Nautilus']",1
6627-8535,Red,"['Wukong', 'Sett', 'Rumble', 'Ashe', 'Bard']",0
6627-8536,Blue,"['Gangplank', 'Graves', 'Twisted Fate', 'Senna', 'Leona']",1
6627-8536,Red,"['Renekton', 'Lee Sin', 'Sylas', 'Ashe', 'Braum']",0
6627-8537,Blue,"['Camille', 'Nidalee', 'Twisted Fate', ""Kai'Sa"", 'Sett']",0
6627-8537,Red,"['Renekton', 'Kindred', 'Karma', 'Ashe', 'Nautilus']",1
6628-8540,Blue,"['Kennen', 'Sett', 'Syndra', 'Kalista', 'Nautilus']",0
6628-8540,Red,"['Maokai', 'Volibear', 'LeBlanc', 'Ashe', 'Leona']",1
6628-8545,Blue,"['Shen', 'Trundle', 'Akali', 'Aphelios', 'Nautilus']",0
6628-8545,Red,"['Volibear', 'Graves', 'Azir', 'Ezreal', 'Sett']",1
6629-8548,Blue,"['Mordekaiser', 'Volibear', 'Azir', 'Ashe', 'Nautilus']",1
6629-8548,Red,"['Jax', 'Trundle', 'Galio', 'Ezreal', 'Yuumi']",0
6629-8549,Blue,"['Jayce', 'Volibear', 'Orianna', 'Ashe', 'Nautilus']",1
6629-8549,Red,"['Ornn', 'Lee Sin', 'Zoe', 'Ezreal', 'Braum']",0
6630-8559,Blue,"['Wukong', 'Volibear', 'Azir', 'Ezreal', 'Taric']",1
6630-8559,Red,"['Camille', 'Lee Sin', 'Twisted Fate', 'Ashe', 'Nautilus']",0
6630-8562,Blue,"['Camille', 'Lee Sin', 'Twisted Fate', 'Ezreal', 'Bard']",0
6630-8562,Red,"['Wukong', 'Trundle', 'Galio', 'Ashe', 'Nautilus']",1
6630-8565,Blue,"['Wukong', 'Lee Sin', 'Sylas', ""Kai'Sa"", 'Bard']",0
6630-8565,Red,"['Jax', 'Sett', 'Orianna', 'Ezreal', 'Leona']",1
6631-8567,Blue,"['Renekton', 'Trundle', 'Syndra', 'Ashe', 'Tahm Kench']",0
6631-8567,Red,"['Ornn', 'Volibear', 'Ekko', 'Kalista', 'Taric']",1
6631-8570,Blue,"['Renekton', 'Volibear', 'Zoe', 'Kalista', 'Nautilus']",1
6631-8570,Red,"['Kennen', 'Poppy', 'Syndra', 'Senna', 'Sett']",0
6632-8572,Blue,"['Wukong', 'Trundle', 'Twisted Fate', 'Aphelios', 'Bard']",1
6632-8572,Red,"['Volibear', 'Lee Sin', 'Sylas', 'Ashe', 'Alistar']",0
6632-8573,Blue,"['Ornn', 'Graves', 'Zoe', ""Kai'Sa"", 'Nautilus']",0
6632-8573,Red,"['Sylas', 'Sett', 'LeBlanc', 'Ezreal', 'Bard']",1
6633-8574,Blue,"['Renekton', 'Lee Sin', 'Zoe', 'Kalista', 'Taric']",1
6633-8574,Red,"['Quinn', 'Trundle', 'LeBlanc', 'Ezreal', 'Bard']",0
6633-8575,Blue,"['Kennen', 'Graves', 'Syndra', 'Kalista', 'Nautilus']",0
6633-8575,Red,"['Wukong', 'Sett', 'Akali', 'Ashe', 'Braum']",1
6634-8583,Blue,"['Mordekaiser', 'Lee Sin', 'LeBlanc', 'Aphelios', 'Bard']",1
6634-8583,Red,"['Fiora', 'Graves', 'Karma', 'Ashe', 'Nautilus']",0
6634-8584,Blue,"['Gangplank', 'Lee Sin', 'Syndra', 'Aphelios', 'Thresh']",1
6634-8584,Red,"['Ornn', 'Graves', 'Zoe', 'Ezreal', 'Bard']",0
6635-8588,Blue,"['Volibear', 'Lee Sin', 'Galio', 'Varus', 'Nautilus']",1
6635-8588,Red,"['Renekton', 'Sett', 'Twisted Fate', 'Ashe', 'Leona']",0
6635-8591,Blue,"['Gangplank', 'Volibear', 'Sylas', 'Varus', 'Thresh']",0
6635-8591,Red,"['Renekton', 'Lee Sin', 'Twisted Fate', 'Ashe', 'Nautilus']",1
6635-8592,Blue,"['Mordekaiser', 'Lee Sin', 'Twisted Fate', 'Kalista', 'Nautilus']",1
6635-8592,Red,"['Renekton', 'Trundle', 'Syndra', 'Ashe', 'Bard']",0
6636-8599,Blue,"['Renekton', 'Volibear', 'LeBlanc', 'Senna', 'Tahm Kench']",0
6636-8599,Red,"['Maokai', 'Lee Sin', 'Syndra', 'Ashe', 'Thresh']",1
6636-8601,Blue,"['Wukong', 'Volibear', 'LeBlanc', 'Aphelios', 'Nautilus']",0
6636-8601,Red,"['Mordekaiser', 'Jarvan IV', 'Syndra', 'Ashe', 'Tahm Kench']",1
6637-8605,Blue,"['Renekton', 'Trundle', 'Twisted Fate', 'Ezreal', 'Leona']",1
6637-8605,Red,"['Mordekaiser', 'Volibear', 'Zoe', 'Kalista', 'Nautilus']",0
6637-8608,Blue,"['Renekton', 'Olaf', 'Syndra', 'Ashe', 'Tahm Kench']",1
6637-8608,Red,"['Kennen', 'Volibear', 'Twisted Fate', 'Ezreal', 'Nautilus']",0
6637-8609,Blue,"['Mordekaiser', 'Volibear', 'Twisted Fate', 'Ezreal', 'Nautilus']",0
6637-8609,Red,"['Gangplank', 'Trundle', 'Zoe', 'Senna', 'Tahm Kench']",1
6638-8616,Blue,"['Mordekaiser', 'Nidalee', 'Jayce', 'Ashe', 'Nautilus']",1
6638-8616,Red,"['Camille', 'Kindred', 'Galio', 'Ezreal', 'Bard']",0
6638-8618,Blue,"['Volibear', 'Lillia', 'Jayce', 'Jhin', 'Sett']",0
6638-8618,Red,"['Ornn', 'Olaf', 'Azir', 'Ashe', 'Nautilus']",1
6639-8622,Blue,"['Volibear', 'Nidalee', 'Zoe', 'Ezreal', 'Leona']",1
6639-8622,Red,"['Ornn', 'Sett', 'Orianna', 'Aphelios', 'Thresh']",0
6639-8623,Blue,"['Gangplank', 'Lillia', 'Orianna', 'Senna', 'Nautilus']",0
6639-8623,Red,"['Ornn', 'Graves', 'Sylas', 'Ezreal', 'Tahm Kench']",1
6640-8626,Blue,"['Ornn', 'Olaf', 'Zoe', 'Ezreal', 'Bard']",0
6640-8626,Red,"['Jayce', 'Sett', 'Twisted Fate', 'Aphelios', 'Lux']",1
6640-8629,Blue,"['Renekton', 'Volibear', 'Galio', 'Ezreal', 'Bard']",0
6640-8629,Red,"['Quinn', 'Sett', 'Corki', 'Caitlyn', 'Lux']",1
6641-8632,Blue,"['Ornn', 'Volibear', 'Syndra', 'Ashe', 'Karma']",1
6641-8632,Red,"['Camille', 'Sett', 'Akali', 'Caitlyn', 'Lux']",0
6641-8636,Blue,"['Ornn', 'Trundle', 'Zoe', 'Caitlyn', 'Tahm Kench']",0
6641-8636,Red,"['Sylas', 'Sett', 'Syndra', 'Ashe', 'Thresh']",1
6642-8640,Blue,"['Jayce', 'Trundle', 'Zoe', 'Kalista', 'Nautilus']",1
6642-8640,Red,"['Ornn', 'Graves', 'Azir', 'Aphelios', 'Thresh']",0
6642-8641,Blue,"['Jayce', 'Trundle', 'Akali', 'Ashe', 'Karma']",0
6642-8641,Red,"['Lucian', 'Graves', 'Twisted Fate', 'Aphelios', 'Thresh']",1
6643-8646,Blue,"['Renekton', 'Lillia', 'Syndra', 'Senna', 'Leona']",0
6643-8646,Red,"['Gnar', 'Volibear', 'Ekko', 'Ashe', 'Sett']",1
6643-8649,Blue,"['Mordekaiser', 'Volibear', 'Syndra', 'Ashe', 'Bard']",1
6643-8649,Red,"['Camille', 'Lee Sin', 'Ekko', 'Senna', 'Pantheon']",0
6643-8650,Blue,"['Karma', 'Graves', 'Galio', 'Jhin', 'Nautilus']",1
6643-8650,Red,"['Volibear', 'Nidalee', 'Orianna', 'Ashe', 'Bard']",0
6644-8655,Blue,"['Jayce', 'Graves', 'Twisted Fate', 'Jhin', 'Nautilus']",0
6644-8655,Red,"['Renekton', 'Trundle', 'Sylas', 'Ashe', 'Bard']",1
6644-8657,Blue,"['Wukong', 'Sett', 'Sylas', 'Ezreal', 'Leona']",1
6644-8657,Red,"['Renekton', 'Volibear', 'Azir', 'Ashe', 'Bard']",0
6645-8660,Blue,"['Renekton', 'Lee Sin', 'Orianna', 'Ashe', 'Leona']",0
6645-8660,Red,"['Wukong', 'Nidalee', 'Jayce', 'Varus', 'Nautilus']",1
6645-8661,Blue,"['Kennen', 'Nidalee', 'Sett', 'Ezreal', 'Nautilus']",0
6645-8661,Red,"['Renekton', 'Olaf', 'Orianna', 'Ashe', 'Lulu']",1
6646-8669,Blue,"['Volibear', 'Lee Sin', 'Ryze', 'Senna', 'Nautilus']",1
6646-8669,Red,"['Renekton', 'Sett', 'Cassiopeia', 'Kalista', 'Leona']",0
6646-8674,Blue,"['Jax', 'Trundle', 'Syndra', 'Caitlyn', 'Lux']",0
6646-8674,Red,"['Mordekaiser', 'Sett', 'Orianna', 'Aphelios', 'Thresh']",1
6647-8676,Blue,"['Camille', 'Sett', 'Galio', 'Ezreal', 'Bard']",1
6647-8676,Red,"['Volibear', 'Graves', 'Sylas', 'Ashe', 'Nautilus']",0
6647-8677,Blue,"['Sylas', 'Trundle', 'Syndra', 'Aphelios', 'Bard']",0
6647-8677,Red,"['Mordekaiser', 'Sett', 'Ekko', 'Ezreal', 'Yuumi']",1
6647-8678,Blue,"['Mordekaiser', 'Sett', 'Galio', 'Kalista', 'Leona']",0
6647-8678,Red,"['Ornn', 'Lee Sin', 'Sylas', 'Ezreal', 'Tahm Kench']",1
6648-8679,Blue,"['Camille', 'Lee Sin', 'Twisted Fate', 'Ezreal', 'Braum']",1
6648-8679,Red,"['Ornn', 'Trundle', 'Zoe', 'Ashe', 'Lulu']",0
6648-8680,Blue,"['Ornn', 'Volibear', 'Syndra', 'Jhin', 'Karma']",0
6648-8680,Red,"['Sylas', 'Lee Sin', 'Akali', 'Ashe', 'Bard']",1
6649-8681,Blue,"['Gangplank', 'Trundle', 'Orianna', 'Ashe', 'Bard']",1
6649-8681,Red,"['Renekton', 'Graves', 'Sylas', 'Ezreal', 'Nautilus']",0
6649-8682,Blue,"['Renekton', 'Sett', 'Sylas', 'Ashe', 'Thresh']",1
6649-8682,Red,"['Ornn', 'Trundle', 'Azir', 'Ezreal', 'Yuumi']",0
6649-8683,Blue,"['Wukong', 'Trundle', 'Azir', 'Ashe', 'Taric']",1
6649-8683,Red,"['Hecarim', 'Volibear', 'Sylas', 'Ezreal', 'Nautilus']",0
6650-8690,Blue,"['Jayce', 'Volibear', 'Galio', 'Aphelios', 'Janna']",1
6650-8690,Red,"['Renekton', 'Sett', 'Azir', 'Ezreal', 'Bard']",0
6650-8691,Blue,"['Volibear', 'Lee Sin', 'Sylas', 'Ashe', 'Karma']",0
6650-8691,Red,"['Quinn', 'Sett', 'Azir', 'Aphelios', 'Tahm Kench']",1
6651-8696,Blue,"['Camille', 'Karthus', 'Sett', 'Caitlyn', 'Lux']",1
6651-8696,Red,"['Ornn', 'Lee Sin', 'Ryze', 'Ashe', 'Karma']",0
6651-8697,Blue,"['Renekton', 'Nidalee', 'Azir', 'Ashe', 'Nautilus']",1
6651-8697,Red,"['Ornn', 'Ekko', 'Sett', 'Ezreal', 'Lux']",0
6651-8699,Blue,"['Renekton', 'Nidalee', 'Orianna', 'Ashe', 'Sett']",0
6651-8699,Red,"['Gangplank', 'Volibear', 'Ekko', 'Varus', 'Nautilus']",1
6652-8704,Blue,"['Volibear', 'Sett', 'LeBlanc', 'Ashe', 'Karma']",1
6652-8704,Red,"['Renekton', 'Sylas', 'Jayce', 'Caitlyn', 'Lux']",0
6652-8708,Blue,"['Sett', 'Graves', 'Galio', 'Senna', 'Karma']",0
6652-8708,Red,"['Renekton', 'Nidalee', 'Kennen', 'Ashe', 'Tahm Kench']",1
6653-8709,Blue,"['Camille', 'Lillia', 'Akali', 'Caitlyn', 'Bard']",1
6653-8709,Red,"['Ornn', 'Jarvan IV', 'Syndra', 'Ashe', 'Nautilus']",0
6653-8714,Blue,"['Volibear', 'Sylas', 'Azir', 'Ezreal', 'Bard']",1
6653-8714,Red,"['Gangplank', 'Olaf', 'Orianna', 'Ashe', 'Karma']",0
ESPORTSTMNT01/1270513,Blue,"['Irelia', 'Qiyana', 'Rumble', 'Miss Fortune', 'Leona']",1
ESPORTSTMNT01/1270513,Red,"['Renekton', 'Lee Sin', 'Cassiopeia', 'Varus', 'Nautilus']",0
ESPORTSTMNT01/1270545,Blue,"['Mordekaiser', 'Qiyana', 'Cassiopeia', 'Senna', 'Tahm Kench']",1
ESPORTSTMNT01/1270545,Red,"['Ornn', ""Rek'Sai"", ""Vel'Koz"", 'Miss Fortune', 'Thresh']",0
ESPORTSTMNT01/1270566,Blue,"['Malphite', 'Gragas', 'Azir', 'Senna', 'Braum']",0
ESPORTSTMNT01/1270566,Red,"['Vladimir', 'Jarvan IV', 'Lucian', 'Aphelios', 'Nautilus']",1
ESPORTSTMNT01/1270591,Blue,"['Rumble', 'Jarvan IV', 'Cassiopeia', 'Miss Fortune', 'Rakan']",1
ESPORTSTMNT01/1270591,Red,"['Camille', ""Rek'Sai"", 'Zoe', 'Varus', 'Braum']",0
ESPORTSTMNT01/1270802,Blue,"['Vladimir', 'Gragas', 'Yasuo', 'Miss Fortune', 'Nautilus']",1
ESPORTSTMNT01/1270802,Red,"['Ornn', ""Rek'Sai"", 'Cassiopeia', 'Aphelios', 'Leona']",0
ESPORTSTMNT01/1270814,Blue,"['Rumble', 'Gragas', 'Ryze', 'Miss Fortune', 'Nautilus']",1
ESPORTSTMNT01/1270814,Red,"['Dr. Mundo', 'Jarvan IV', 'Cassiopeia', 'Sivir', 'Braum']",0
ESPORTSTMNT01/1280723,Blue,"['Kennen', ""Rek'Sai"", 'Rumble', 'Senna', 'Tahm Kench']",0
ESPORTSTMNT01/1280723,Red,"['Ornn', 'Lee Sin', 'Sylas', 'Miss Fortune', 'Bard']",1
ESPORTSTMNT01/1280752,Blue,"['Gangplank', 'Qiyana', 'Cassiopeia', 'Aphelios', 'Leona']",1
ESPORTSTMNT01/1280752,Red,"['Mordekaiser', 'Elise', 'Orianna', 'Miss Fortune', 'Braum']",0
ESPORTSTMNT01/1291177,Blue,"['Vladimir', 'Jarvan IV', 'Lucian', 'Miss Fortune', 'Braum']",0
ESPORTSTMNT01/1291177,Red,"['Ornn', 'Lee Sin', 'Orianna', 'Aphelios', 'Lulu']",1
ESPORTSTMNT01/1291178,Blue,"['Ornn', 'Xin Zhao', 'Syndra', 'Aphelios', 'Nautilus']",1
ESPORTSTMNT01/1291178,Red,"['Mordekaiser', 'Lee Sin', 'LeBlanc', 'Miss Fortune', 'Thresh']",0
ESPORTSTMNT01/1291187,Blue,"['Pantheon', 'Lee Sin', 'Syndra', 'Xayah', 'Rakan']",1
ESPORTSTMNT01/1291187,Red,"['Sett', 'Jarvan IV', 'Orianna', 'Soraka', 'Senna']",0
ESPORTSTMNT01/1291192,Blue,"['Ornn', 'Elise', 'Pantheon', 'Senna', 'Tahm Kench']",1
ESPORTSTMNT01/1291192,Red,"['Aatrox', 'Lee Sin', 'Orianna', 'Aphelios', 'Braum']",0
ESPORTSTMNT01/1291406,Blue,"['Kayle', ""Rek'Sai"", 'Lucian', 'Aphelios', 'Leona']",0
ESPORTSTMNT01/1291406,Red,"['Sett', 'Jarvan IV', 'Zoe', 'Xayah', 'Rakan']",1
ESPORTSTMNT01/1291426,Blue,"['Gangplank', 'Jarvan IV', 'Orianna', 'Aphelios', 'Thresh']",1
ESPORTSTMNT01/1291426,Red,"['Aatrox', 'Lee Sin', 'Ryze', 'Senna', 'Nautilus']",0
ESPORTSTMNT01/1291442,Blue,"['Gangplank', 'Elise', 'Pantheon', 'Senna', 'Tahm Kench']",1
ESPORTSTMNT01/1291442,Red,"['Karma', 'Gragas', 'Yasuo', 'Cassiopeia', 'Thresh']",0
ESPORTSTMNT01/1291458,Blue,"['Aatrox', ""Rek'Sai"", 'Orianna', 'Sona', 'Tahm Kench']",0
ESPORTSTMNT01/1291458,Red,"['Fiora', 'Lee Sin', 'Syndra', 'Aphelios', 'Nautilus']",1
ESPORTSTMNT01/1291470,Blue,"['Sett', 'Gragas', 'Yasuo', 'Aphelios', 'Nautilus']",0
ESPORTSTMNT01/1291470,Red,"['Nocturne', 'Lee Sin', 'Kled', 'Syndra', 'Leona']",1
ESPORTSTMNT01/1291651,Blue,"['Ornn', 'Jarvan IV', 'Ekko', 'Xayah', 'Rakan']",1
ESPORTSTMNT01/1291651,Red,"['Kayle', 'Skarner', 'Syndra', 'Senna', 'Braum']",0
ESPORTSTMNT01/1291682,Blue,"['Ornn', 'Gragas', 'Qiyana', 'Jhin', 'Alistar']",1
ESPORTSTMNT01/1291682,Red,"['Renekton', 'Shyvana', 'Irelia', 'Syndra', 'Leona']",0
ESPORTSTMNT01/1291703,Blue,"['Vladimir', 'Jarvan IV', 'Lucian', 'Senna', 'Nautilus']",1
ESPORTSTMNT01/1291703,Red,"['Aatrox', 'Gragas', 'Rumble', 'Aphelios', 'Leona']",0
ESPORTSTMNT01/1291737,Blue,"['Sett', 'Lee Sin', 'Rumble', 'Jhin', 'Nautilus']",1
ESPORTSTMNT01/1291737,Red,"['Renekton', 'Sejuani', 'Ekko', 'Aphelios', 'Thresh']",0
ESPORTSTMNT01/1291748,Blue,"['Ornn', 'Jarvan IV', 'Zoe', 'Aphelios', 'Braum']",1
ESPORTSTMNT01/1291748,Red,"['Mordekaiser', 'Lee Sin', 'Syndra', 'Senna', 'Rakan']",0
ESPORTSTMNT01/1291789,Blue,"['Aatrox', 'Kindred', 'LeBlanc', 'Aphelios', 'Thresh']",0
ESPORTSTMNT01/1291789,Red,"['Sett', 'Gragas', 'Zoe', 'Xayah', 'Rakan']",1
ESPORTSTMNT01/1291812,Blue,"['Aatrox', 'Jarvan IV', 'LeBlanc', 'Miss Fortune', 'Leona']",0
ESPORTSTMNT01/1291812,Red,"['Camille', 'Lee Sin', 'Morgana', 'Senna', 'Nautilus']",1
ESPORTSTMNT01/1291835,Blue,"['Sett', ""Rek'Sai"", 'Syndra', 'Xayah', 'Rakan']",1
ESPORTSTMNT01/1291835,Red,"['Soraka', 'Lee Sin', 'LeBlanc', 'Senna', 'Tahm Kench']",0
ESPORTSTMNT01/1291845,Blue,"['Mordekaiser', ""Rek'Sai"", 'Akali', 'Xayah', 'Rakan']",1
ESPORTSTMNT01/1291845,Red,"['Sett', 'Lee Sin', 'Sylas', 'Aphelios', 'Thresh']",0
ESPORTSTMNT01/1292296,Blue,"['Ornn', ""Rek'Sai"", 'Lissandra', 'Aphelios', 'Blitzcrank']",0
ESPORTSTMNT01/1292296,Red,"['Aatrox', 'Lee Sin', 'LeBlanc', 'Senna', 'Thresh']",1
ESPORTSTMNT01/1292315,Blue,"['Aatrox', 'Lee Sin', 'Syndra', 'Aphelios', 'Thresh']",0
ESPORTSTMNT01/1292315,Red,"['Sett', 'Jarvan IV', 'Zoe', 'Miss Fortune', 'Nautilus']",1
ESPORTSTMNT01/1292329,Blue,"['Gangplank', 'Jarvan IV', 'Syndra', 'Aphelios', 'Nautilus']",1
ESPORTSTMNT01/1292329,Red,"['Ornn', 'Trundle', 'LeBlanc', 'Xayah', 'Rakan']",0
ESPORTSTMNT01/1292341,Blue,"['Ornn', 'Gragas', 'Lucian', 'Xayah', 'Rakan']",0
ESPORTSTMNT01/1292341,Red,"['Aatrox', 'Olaf', 'Diana', 'Varus', 'Leona']",1
ESPORTSTMNT01/1292345,Blue,"['Aatrox', 'Jarvan IV', 'Rumble', 'Senna', 'Alistar']",1
ESPORTSTMNT01/1292345,Red,"['Sett', 'Lee Sin', 'Ekko', 'Aphelios', 'Thresh']",0
ESPORTSTMNT01/1292348,Blue,"['Fiora', 'Jarvan IV', 'Viktor', 'Miss Fortune', 'Braum']",1
ESPORTSTMNT01/1292348,Red,"['Aatrox', 'Gragas', 'LeBlanc', 'Xayah', 'Blitzcrank']",0
ESPORTSTMNT01/1292353,Blue,"['Mordekaiser', 'Lee Sin', 'Syndra', 'Aphelios', 'Leona']",1
ESPORTSTMNT01/1292353,Red,"['Sett', ""Rek'Sai"", 'Cassiopeia', 'Xayah', 'Rakan']",0
ESPORTSTMNT01/1292354,Blue,"['Ornn', 'Qiyana', 'Syndra', 'Xayah', 'Rakan']",1
ESPORTSTMNT01/1292354,Red,"['Sylas', 'Olaf', 'LeBlanc', 'Senna', 'Tahm Kench']",0
ESPORTSTMNT01/1292579,Blue,"['Gangplank', 'Lee Sin', 'Soraka', ""Kai'Sa"", 'Thresh']",1
ESPORTSTMNT01/1292579,Red,"['Mordekaiser', 'Jarvan IV', 'LeBlanc', 'Senna', 'Blitzcrank']",0
ESPORTSTMNT01/1292607,Blue,"['Soraka', 'Jarvan IV', 'Orianna', 'Miss Fortune', 'Nautilus']",1
ESPORTSTMNT01/1292607,Red,"['Gragas', 'Lee Sin', 'Syndra', 'Senna', 'Thresh']",0
ESPORTSTMNT01/1292635,Blue,"['Sett', 'Elise', 'Yasuo', 'Aphelios', 'Nautilus']",1
ESPORTSTMNT01/1292635,Red,"['Gnar', 'Jarvan IV', 'Orianna', 'Miss Fortune', 'Leona']",0
ESPORTSTMNT01/1292648,Blue,"['Vladimir', 'Jarvan IV', 'Orianna', 'Senna', 'Tahm Kench']",0
ESPORTSTMNT01/1292648,Red,"['Camille', 'Lee Sin', 'LeBlanc', 'Aphelios', 'Blitzcrank']",1
ESPORTSTMNT01/1292960,Blue,"['Ornn', 'Lee Sin', 'Zoe', 'Kalista', 'Taric']",1
ESPORTSTMNT01/1292960,Red,"['Camille', ""Rek'Sai"", 'Rumble', 'Miss Fortune', 'Alistar']",0
ESPORTSTMNT01/1292974,Blue,"['Sett', 'Elise', 'Rumble', 'Ezreal', 'Yuumi']",0
ESPORTSTMNT01/1292974,Red,"['Mordekaiser', 'Lee Sin', 'Galio', 'Miss Fortune', 'Bard']",1
ESPORTSTMNT01/1293312,Blue,"['Sett', ""Rek'Sai"", 'Zoe', 'Syndra', 'Thresh']",1
ESPORTSTMNT01/1293312,Red,"['Mordekaiser', 'Jarvan IV', 'Cassiopeia', 'Aphelios', 'Nautilus']",0
ESPORTSTMNT01/1293319,Blue,"['Sett', 'Lee Sin', 'Viktor', 'Miss Fortune', 'Leona']",0
ESPORTSTMNT01/1293319,Red,"['Renekton', ""Rek'Sai"", 'Ryze', 'Aphelios', 'Nautilus']",1
ESPORTSTMNT01/1293370,Blue,"['Ornn', 'Lee Sin', 'Sett', 'Senna', 'Thresh']",0
ESPORTSTMNT01/1293370,Red,"['Lucian', 'Gragas', 'Pantheon', 'Aphelios', 'Blitzcrank']",1
ESPORTSTMNT01/1293393,Blue,"['Kennen', 'Jarvan IV', 'Viktor', 'Ashe', 'Rumble']",1
ESPORTSTMNT01/1293393,Red,"['Mordekaiser', 'Lee Sin', 'Ornn', 'Aphelios', 'Thresh']",0
ESPORTSTMNT01/1293765,Blue,"['Gangplank', 'Elise', 'Zoe', 'Varus', 'Braum']",0
ESPORTSTMNT01/1293765,Red,"['Mordekaiser', 'Lee Sin', 'Diana', 'Senna', 'Tahm Kench']",1
ESPORTSTMNT01/1293812,Blue,"['Sett', 'Lee Sin', 'Taliyah', 'Cassiopeia', 'Thresh']",1
ESPORTSTMNT01/1293812,Red,"['Mordekaiser', ""Rek'Sai"", 'Tristana', 'Senna', 'Nautilus']",0
ESPORTSTMNT01/1293850,Blue,"['Kled', 'Olaf', 'Akali', 'Miss Fortune', 'Bard']",1
ESPORTSTMNT01/1293850,Red,"['Kennen', 'Lee Sin', 'Ryze', 'Aphelios', 'Braum']",0
ESPORTSTMNT01/1293885,Blue,"['Sett', 'Diana', 'Rumble', 'Miss Fortune', 'Shen']",1
ESPORTSTMNT01/1293885,Red,"['Mordekaiser', 'Jarvan IV', 'Aatrox', 'Aphelios', 'Leona']",0
ESPORTSTMNT01/1293897,Blue,"['Aatrox', 'Lee Sin', 'Syndra', 'Aphelios', 'Nautilus']",1
ESPORTSTMNT01/1293897,Red,"['Lucian', ""Rek'Sai"", 'Ekko', 'Miss Fortune', 'Thresh']",0
ESPORTSTMNT01/1293899,Blue,"['Sett', 'Gragas', 'Cassiopeia', 'Miss Fortune', 'Nautilus']",1
ESPORTSTMNT01/1293899,Red,"['Vayne', 'Elise', 'Ryze', 'Aphelios', 'Rakan']",0
ESPORTSTMNT01/1293901,Blue,"['Mordekaiser', 'Olaf', 'Lucian', 'Miss Fortune', 'Blitzcrank']",0
ESPORTSTMNT01/1293901,Red,"['Aatrox', 'Lee Sin', 'Lissandra', 'Aphelios', 'Thresh']",1
ESPORTSTMNT01/1293909,Blue,"['Soraka', 'Olaf', 'Ornn', 'Aphelios', 'Yuumi']",1
ESPORTSTMNT01/1293909,Red,"['Aatrox', 'Gragas', 'Cassiopeia', 'Miss Fortune', 'Thresh']",0
ESPORTSTMNT01/1293929,Blue,"['Sett', 'Gragas', 'Qiyana', 'Ziggs', 'Tahm Kench']",0
ESPORTSTMNT01/1293929,Red,"['Mordekaiser', ""Rek'Sai"", 'LeBlanc', 'Aphelios', 'Blitzcrank']",1
ESPORTSTMNT01/1293950,Blue,"['Renekton', 'Elise', 'Zoe', 'Miss Fortune', 'Leona']",0
ESPORTSTMNT01/1293950,Red,"['Quinn', 'Lee Sin', 'Cassiopeia', 'Aphelios', 'Alistar']",1
ESPORTSTMNT01/1293964,Blue,"['Aatrox', ""Rek'Sai"", 'Cassiopeia', 'Aphelios', 'Alistar']",1
ESPORTSTMNT01/1293964,Red,"['Camille', 'Jarvan IV', 'Syndra', 'Miss Fortune', 'Leona']",0
ESPORTSTMNT01/1294174,Blue,"['Ornn', 'Jarvan IV', 'Zoe', 'Senna', 'Tahm Kench']",0
ESPORTSTMNT01/1294174,Red,"['Gangplank', 'Lee Sin', 'Syndra', 'Aphelios', 'Thresh']",1
ESPORTSTMNT01/1294191,Blue,"['Gangplank', 'Lee Sin', 'Cassiopeia', 'Syndra', 'Thresh']",0
ESPORTSTMNT01/1294191,Red,"['Ornn', 'Jarvan IV', 'Viktor', 'Aphelios', 'Nautilus']",1
ESPORTSTMNT01/1294233,Blue,"['Gangplank', 'Jarvan IV', 'Heimerdinger', 'Aphelios', 'Galio']",1
ESPORTSTMNT01/1294233,Red,"['Aatrox', 'Diana', 'Cassiopeia', 'Miss Fortune', 'Leona']",0
ESPORTSTMNT01/1294260,Blue,"['Sett', 'Ekko', 'Nocturne', 'Aphelios', 'Nautilus']",1
ESPORTSTMNT01/1294260,Red,"['Kayle', ""Rek'Sai"", 'Ryze', 'Ashe', 'Braum']",0
ESPORTSTMNT01/1294417,Blue,"['Sett', 'Jarvan IV', 'Syndra', 'Miss Fortune', 'Braum']",0
ESPORTSTMNT01/1294417,Red,"['Ornn', ""Rek'Sai"", 'Zoe', 'Aphelios', 'Bard']",1
ESPORTSTMNT01/1294710,Blue,"['Aatrox', 'Olaf', 'Zoe', 'Aphelios', 'Braum']",1
ESPORTSTMNT01/1294710,Red,"['Kennen', ""Rek'Sai"", 'Viktor', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT01/1294725,Blue,"['Kennen', 'Lee Sin', 'Nautilus', 'Miss Fortune', 'Thresh']",1
ESPORTSTMNT01/1294725,Red,"['Aatrox', ""Rek'Sai"", 'Zoe', 'Aphelios', 'Blitzcrank']",0
ESPORTSTMNT01/1294738,Blue,"['Aatrox', 'Olaf', 'Zoe', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT01/1294738,Red,"['Renekton', 'Elise', 'Qiyana', 'Aphelios', 'Thresh']",1
ESPORTSTMNT01/1294750,Blue,"['Kennen', 'Elise', 'Pantheon', 'Miss Fortune', 'Nautilus']",0
ESPORTSTMNT01/1294750,Red,"['Ornn', 'Jarvan IV', 'Rumble', 'Aphelios', 'Thresh']",1
