team,id,win,champions,champion_ids
blue,4427993840,False,"['Darius', 'Shaco', 'Orianna', 'Jhin', 'Leona']","[20, 103, 85, 46, 63]"
red,4427993840,True,"['Sett', 'Ekko', 'Graves', 'Xayah', 'Nami']","[102, 24, 36, 137, 77]"
blue,4426564059,False,"['Pyke', 'Sejuani', 'Aatrox', 'Lucian', 'Braum']","[89, 100, 0, 66, 14]"
red,4426564059,True,"['Lissandra', 'Nidalee', 'Yasuo', 'Jhin', 'Leona']","[65, 81, 140, 46, 63]"
blue,4425443881,False,"['Rumble', 'Udyr', 'Diana', 'Senna', 'Swain']","[98, 126, 21, 101, 112]"
red,4425443881,True,"['Sett', 'Dr. Mundo', 'Ahri', 'Miss Fortune', 'Thresh']","[102, 23, 1, 73, 120]"
blue,4424649295,False,"['Lucian', 'Sejuani', 'Orianna', 'Ezreal', 'Yuumi']","[66, 100, 85, 27, 142]"
red,4424649295,True,"['Aatrox', ""Kha'Zix"", 'Kassadin', 'Miss Fortune', 'Nautilus']","[0, 57, 52, 73, 79]"
blue,4424691657,True,"['Ornn', 'Dr. Mundo', 'Kassadin', 'Vayne', 'Yuumi']","[86, 23, 52, 129, 142]"
red,4424691657,False,"['Darius', 'Zac', 'Talon', ""Kai'Sa"", 'Ahri']","[20, 143, 117, 48, 1]"
blue,4418416816,True,"['Camille', 'Shyvana', 'Viktor', 'Senna', 'Thresh']","[16, 105, 133, 101, 120]"
red,4418416816,False,"['Yorick', 'Olaf', 'Wukong', 'Cassiopeia', 'Pyke']","[141, 84, 74, 17, 89]"
blue,4418390533,True,"['Nasus', 'Vi', 'Malzahar', 'Aphelios', 'Thresh']","[78, 132, 70, 7, 120]"
red,4418390533,False,"['Sett', 'Zac', 'Irelia', 'Tristana', 'Lulu']","[102, 143, 40, 121, 67]"
blue,4418352709,True,"['Tryndamere', 'Lee Sin', 'Gragas', 'Senna', 'Nami']","[123, 62, 35, 101, 77]"
red,4418352709,False,"['Poppy', ""Kha'Zix"", 'Cassiopeia', 'Aphelios', 'Janna']","[88, 57, 17, 7, 42]"
blue,4418208936,True,"['Mordekaiser', 'Kayn', 'Talon', 'Miss Fortune', 'Leona']","[75, 55, 117, 73, 63]"
red,4418208936,False,"['Aatrox', 'Jarvan IV', 'Kassadin', ""Kai'Sa"", 'Taric']","[0, 43, 52, 48, 118]"
blue,4418192310,False,"['Teemo', ""Kha'Zix"", 'Wukong', 'Jhin', 'Karma']","[119, 57, 74, 46, 50]"
red,4418192310,True,"['Vladimir', 'Rengar', 'Katarina', 'Aphelios', 'Thresh']","[134, 96, 53, 7, 120]"
blue,4418025226,False,"['Yorick', 'Elise', 'Zoe', 'Tristana', 'Nami']","[141, 25, 147, 121, 77]"
red,4418025226,True,"['Aatrox', 'Trundle', 'Wukong', 'Ezreal', 'Yuumi']","[0, 122, 74, 27, 142]"
blue,4417058521,False,"['Rumble', 'Lee Sin', 'Cassiopeia', 'Miss Fortune', 'Janna']","[98, 62, 17, 73, 42]"
red,4417058521,True,"['Mordekaiser', 'Ivern', 'Qiyana', ""Kai'Sa"", 'Nami']","[75, 41, 90, 48, 77]"
blue,4416959848,False,"['Darius', 'Sejuani', 'Ahri', 'Ezreal', 'Morgana']","[20, 100, 1, 27, 76]"
red,4416959848,True,"['Gnar', 'Elise', 'Zoe', 'Vayne', 'Janna']","[34, 25, 147, 129, 42]"
blue,4416974799,True,"['Jax', 'Elise', 'Sett', 'Xayah', 'Rakan']","[44, 25, 102, 137, 92]"
red,4416974799,False,"['Yasuo', 'Sejuani', 'Kassadin', 'Miss Fortune', 'Yuumi']","[140, 100, 52, 73, 142]"
blue,4416826250,True,"['Olaf', ""Kha'Zix"", 'Kassadin', 'Lucian', 'Soraka']","[84, 57, 52, 66, 111]"
red,4416826250,False,"['Sett', 'Jarvan IV', 'LeBlanc', 'Caitlyn', 'Lulu']","[102, 43, 61, 15, 67]"
blue,4416448934,False,"['Urgot', 'Qiyana', 'Yasuo', 'Swain', 'Thresh']","[127, 90, 140, 112, 120]"
red,4416448934,True,"['Teemo', 'Volibear', 'Kassadin', 'Aphelios', 'Braum']","[119, 135, 52, 7, 14]"
blue,4416422873,True,"['Mordekaiser', ""Kha'Zix"", 'Qiyana', 'Swain', 'Thresh']","[75, 57, 90, 112, 120]"
red,4416422873,False,"['Ornn', 'Shaco', 'Talon', 'Jhin', 'Nautilus']","[86, 103, 117, 46, 79]"
blue,4416242591,True,"['Shen', ""Kha'Zix"", 'Sylas', 'Heimerdinger', 'Zilean']","[104, 57, 113, 38, 146]"
red,4416242591,False,"['Teemo', 'Gragas', 'Lissandra', 'Caitlyn', 'Thresh']","[119, 35, 65, 15, 120]"
blue,4416058082,True,"['Yasuo', 'Elise', 'Aurelion Sol', 'Xayah', 'Rakan']","[140, 25, 9, 137, 92]"
red,4416058082,False,"['Darius', 'Jarvan IV', 'Ahri', 'Jhin', 'Yuumi']","[20, 43, 1, 46, 142]"
blue,4416082955,True,"['Teemo', 'Sett', 'Vladimir', 'Jinx', 'Senna']","[119, 102, 134, 47, 101]"
red,4416082955,False,"['Pantheon', 'Lee Sin', 'Orianna', 'Lucian', 'Thresh']","[87, 62, 85, 66, 120]"
blue,4415769590,True,"['Malphite', 'Shaco', 'Ahri', 'Tristana', 'Bard']","[69, 103, 1, 121, 11]"
red,4415769590,False,"['Vladimir', 'Rammus', 'Qiyana', 'Ezreal', 'Swain']","[134, 93, 90, 27, 112]"
blue,4415725950,False,"['Mordekaiser', 'Jarvan IV', 'Sylas', 'Kalista', 'Pyke']","[75, 43, 113, 49, 89]"
red,4415725950,True,"['Jax', 'Nunu & Willump', 'Diana', 'Tristana', 'Morgana']","[44, 83, 21, 121, 76]"
blue,4415527850,False,"['Diana', 'Ekko', 'Ziggs', 'Miss Fortune', 'Leona']","[21, 24, 145, 73, 63]"
red,4415527850,True,"['Sett', 'Sejuani', 'Tristana', 'Corki', 'Thresh']","[102, 100, 121, 19, 120]"
blue,4415470174,False,"['Garen', 'Kayn', 'Orianna', ""Kai'Sa"", 'Nami']","[33, 55, 85, 48, 77]"
red,4415470174,True,"['Darius', 'Sejuani', 'Tristana', 'Corki', 'Yuumi']","[20, 100, 121, 19, 142]"
blue,4414971741,True,"['Lee Sin', 'Jax', 'Katarina', 'Ezreal', 'Zyra']","[62, 44, 53, 27, 148]"
red,4414971741,False,"['Ryze', 'Vi', 'Zed', 'Tristana', 'Nautilus']","[99, 132, 144, 121, 79]"
blue,4414873930,True,"['Karma', 'Vi', 'Zed', 'Jhin', 'Thresh']","[50, 132, 144, 46, 120]"
red,4414873930,False,"[""Cho'Gath"", ""Kha'Zix"", 'Zoe', 'Aphelios', 'Morgana']","[18, 57, 147, 7, 76]"
blue,4414616984,False,"['Mordekaiser', 'Graves', 'Orianna', 'Caitlyn', 'Yuumi']","[75, 36, 85, 15, 142]"
red,4414616984,True,"['Rengar', 'Jarvan IV', 'Viktor', 'Sett', 'Taric']","[96, 43, 133, 102, 118]"
blue,4414380434,False,"['Urgot', 'Ekko', 'Cassiopeia', 'Miss Fortune', 'Yuumi']","[127, 24, 17, 73, 142]"
red,4414380434,True,"['Garen', 'Elise', 'Ahri', 'Jinx', 'Thresh']","[33, 25, 1, 47, 120]"
blue,4414279060,True,"['Akali', 'Lee Sin', 'Xerath', 'Vayne', 'Yuumi']","[2, 62, 138, 129, 142]"
red,4414279060,False,"['Sylas', 'Dr. Mundo', 'Lux', 'Jinx', 'Rakan']","[113, 23, 68, 47, 92]"
blue,4414305182,True,"['Ornn', 'Olaf', 'Cassiopeia', 'Ezreal', 'Yuumi']","[86, 84, 17, 27, 142]"
red,4414305182,False,"['Illaoi', 'Amumu', 'Zoe', 'Miss Fortune', 'Leona']","[39, 4, 147, 73, 63]"
blue,4413704902,False,"['Ornn', 'Skarner', 'Gangplank', 'Aphelios', 'Zilean']","[86, 109, 32, 7, 146]"
red,4413704902,True,"[""Cho'Gath"", 'Lee Sin', 'Yasuo', 'Vayne', 'Thresh']","[18, 62, 140, 129, 120]"
blue,4413680734,False,"['Sett', 'Ivern', 'Kayle', 'Aphelios', 'Yuumi']","[102, 41, 54, 7, 142]"
red,4413680734,True,"['Malphite', 'Elise', 'Azir', 'Ezreal', 'Soraka']","[69, 25, 10, 27, 111]"
blue,4413398615,True,"['Neeko', 'Warwick', 'Katarina', 'Ezreal', 'Leona']","[80, 136, 53, 27, 63]"
red,4413398615,False,"['Irelia', 'Sejuani', 'Vladimir', 'Vayne', 'Yuumi']","[40, 100, 134, 129, 142]"
blue,4413173124,False,"['Garen', ""Kha'Zix"", 'Diana', 'Senna', 'Leona']","[33, 57, 21, 101, 63]"
red,4413173124,True,"['Aatrox', 'Elise', 'Yasuo', 'Syndra', 'Yuumi']","[0, 25, 140, 114, 142]"
blue,4413081702,False,"['Riven', 'Taliyah', 'Lee Sin', 'Viktor', 'Blitzcrank']","[97, 116, 62, 133, 12]"
red,4413081702,True,"['Darius', ""Rek'Sai"", ""Vel'Koz"", 'Ezreal', 'Senna']","[20, 94, 131, 27, 101]"
blue,4413036114,False,"['Kassadin', 'Sett', 'Garen', 'Miss Fortune', 'Neeko']","[52, 102, 33, 73, 80]"
red,4413036114,True,"['Fiora', ""Rek'Sai"", 'Lux', 'Ziggs', 'Yuumi']","[29, 94, 68, 145, 142]"
blue,4412902705,True,"['Tryndamere', 'Shyvana', 'Zed', ""Kai'Sa"", 'Zyra']","[123, 105, 144, 48, 148]"
red,4412902705,False,"['Malphite', 'Pantheon', ""Vel'Koz"", 'Ezreal', 'Blitzcrank']","[69, 87, 131, 27, 12]"
blue,4412681700,True,"['Camille', 'Elise', 'Fizz', 'Miss Fortune', 'Blitzcrank']","[16, 25, 30, 73, 12]"
red,4412681700,False,"['Riven', ""Kha'Zix"", 'Pyke', 'Xayah', 'Rakan']","[97, 57, 89, 137, 92]"
blue,4412526918,True,"['Shen', 'Lee Sin', 'Kassadin', 'Senna', 'Taric']","[104, 62, 52, 101, 118]"
red,4412526918,False,"['Aurelion Sol', 'Nunu & Willump', 'Kled', 'Xayah', 'Thresh']","[9, 83, 59, 137, 120]"
blue,4412488341,True,"['Renekton', 'Sejuani', 'Xerath', 'Miss Fortune', 'Soraka']","[95, 100, 138, 73, 111]"
red,4412488341,False,"['Jayce', 'Ekko', 'Katarina', 'Varus', 'Morgana']","[45, 24, 53, 128, 76]"
blue,4412462425,False,"['Ornn', 'Master Yi', 'Cassiopeia', 'Senna', 'Lux']","[86, 72, 17, 101, 68]"
red,4412462425,True,"['Darius', 'Kindred', 'Swain', 'Jhin', 'Morgana']","[20, 58, 112, 46, 76]"
blue,4412394895,True,"['Renekton', 'Gragas', 'Fizz', 'Jinx', 'Morgana']","[95, 35, 30, 47, 76]"
red,4412394895,False,"['Malphite', ""Kha'Zix"", 'Qiyana', 'Yasuo', 'Thresh']","[69, 57, 90, 140, 120]"
blue,4412327780,False,"['Darius', 'Zac', 'Vladimir', 'Ashe', 'Nautilus']","[20, 143, 134, 8, 79]"
red,4412327780,True,"['Shen', ""Rek'Sai"", 'Ahri', 'Senna', 'Brand']","[104, 94, 1, 101, 13]"
blue,4412179187,True,"['Ornn', 'Ekko', 'Yasuo', 'Senna', 'Rakan']","[86, 24, 140, 101, 92]"
red,4412179187,False,"['Vladimir', 'Lee Sin', 'Irelia', 'Heimerdinger', 'Brand']","[134, 62, 40, 38, 13]"
blue,4412182994,False,"['Fiora', 'Ornn', 'Corki', 'Ezreal', 'Bard']","[29, 86, 19, 27, 11]"
red,4412182994,True,"['Singed', 'Lee Sin', 'Yasuo', 'Vayne', 'Shen']","[106, 62, 140, 129, 104]"
blue,4411769798,True,"['Rengar', 'Elise', 'Camille', 'Twitch', 'Brand']","[96, 25, 16, 125, 13]"
red,4411769798,False,"['Jax', 'Lee Sin', 'Azir', 'Jhin', 'Nami']","[44, 62, 10, 46, 77]"
blue,4411491398,False,"['Gnar', 'Master Yi', 'Katarina', 'Miss Fortune', 'Brand']","[34, 72, 53, 73, 13]"
red,4411491398,True,"['Yorick', 'Sejuani', 'Diana', 'Yasuo', 'Thresh']","[141, 100, 21, 140, 120]"
blue,4411367970,False,"['Yorick', 'Shyvana', 'Rumble', 'Xerath', 'Leona']","[141, 105, 98, 138, 63]"
red,4411367970,True,"['Sett', 'Elise', 'Ashe', 'Miss Fortune', 'Shaco']","[102, 25, 8, 73, 103]"
blue,4411413732,True,"['Ornn', 'Skarner', 'Soraka', 'Jinx', 'Brand']","[86, 109, 111, 47, 13]"
red,4411413732,False,"['Shen', 'Sett', 'Lux', 'Xayah', 'Blitzcrank']","[104, 102, 68, 137, 12]"
blue,4411266302,True,"['Tryndamere', 'Elise', 'Zed', ""Kai'Sa"", 'Thresh']","[123, 25, 144, 48, 120]"
red,4411266302,False,"['Renekton', 'Zac', 'Pantheon', 'Tristana', 'Zyra']","[95, 143, 87, 121, 148]"
blue,4402212192,False,"['Tryndamere', 'Zac', 'Anivia', 'Jinx', 'Pyke']","[123, 143, 5, 47, 89]"
red,4402212192,True,"['Shen', 'Dr. Mundo', 'Kassadin', 'Draven', 'Swain']","[104, 23, 52, 22, 112]"
blue,4393862983,False,"['Jax', 'Nocturne', 'Xerath', 'Senna', 'Yuumi']","[44, 82, 138, 101, 142]"
red,4393862983,True,"['Ornn', 'Gragas', 'Qiyana', 'Vayne', 'Karma']","[86, 35, 90, 129, 50]"
blue,4393433175,False,"['Maokai', 'Nocturne', 'Ryze', 'Xayah', 'Rakan']","[71, 82, 99, 137, 92]"
red,4393433175,True,"['Zac', 'Olaf', 'Syndra', 'Quinn', 'Yuumi']","[143, 84, 114, 91, 142]"
blue,4392585334,True,"['Riven', 'Sylas', 'Cassiopeia', 'Lucian', 'Senna']","[97, 113, 17, 66, 101]"
red,4392585334,False,"['Yasuo', 'Lee Sin', 'Lux', 'Miss Fortune', 'Nautilus']","[140, 62, 68, 73, 79]"
blue,4392368295,False,"[""Cho'Gath"", 'Ekko', ""Vel'Koz"", 'Caitlyn', 'Zyra']","[18, 24, 131, 15, 148]"
red,4392368295,True,"['Teemo', 'Shyvana', 'Fizz', 'Tristana', 'Morgana']","[119, 105, 30, 121, 76]"
blue,4383307183,True,"['Fiora', 'Shaco', 'Ahri', 'Aphelios', 'Nautilus']","[29, 103, 1, 7, 79]"
red,4383307183,False,"['Sylas', 'Jax', 'Akali', 'Caitlyn', 'Blitzcrank']","[113, 44, 2, 15, 12]"
blue,4383244632,True,"['Shen', 'Jarvan IV', 'Katarina', 'Varus', 'Senna']","[104, 43, 53, 128, 101]"
red,4383244632,False,"[""Cho'Gath"", 'Evelynn', 'Yasuo', 'Ezreal', 'Yuumi']","[18, 26, 140, 27, 142]"
blue,4376726709,True,"['Gnar', ""Kha'Zix"", 'Cassiopeia', 'Miss Fortune', 'Nautilus']","[34, 57, 17, 73, 79]"
red,4376726709,False,"['Kennen', 'Jax', 'Ahri', 'Caitlyn', 'Leona']","[56, 44, 1, 15, 63]"
blue,4375049378,True,"['Sett', 'Amumu', 'Viktor', 'Varus', 'Thresh']","[102, 4, 133, 128, 120]"
red,4375049378,False,"['Gnar', 'Master Yi', 'Lulu', 'Ashe', 'Leona']","[34, 72, 67, 8, 63]"
blue,4374957219,False,"['Zed', 'Evelynn', 'Camille', 'Caitlyn', 'Pyke']","[144, 26, 16, 15, 89]"
red,4374957219,True,"['Poppy', 'Zac', 'Qiyana', 'Draven', 'Swain']","[88, 143, 90, 22, 112]"
blue,4374436629,True,"['Shen', 'Shaco', 'Anivia', 'Miss Fortune', 'Caitlyn']","[104, 103, 5, 73, 15]"
red,4374436629,False,"['Sett', 'Evelynn', 'Yasuo', 'Tristana', 'Thresh']","[102, 26, 140, 121, 120]"
blue,4374470584,False,"['Rengar', 'Shyvana', ""Vel'Koz"", 'Jhin', 'Soraka']","[96, 105, 131, 46, 111]"
red,4374470584,True,"['Skarner', 'Rammus', 'Ekko', 'Caitlyn', 'Thresh']","[109, 93, 24, 15, 120]"
blue,4373363016,False,"['Teemo', 'Zac', 'Zed', 'Yasuo', 'Taric']","[119, 143, 144, 140, 118]"
red,4373363016,True,"['Ornn', 'Sylas', 'Katarina', ""Kai'Sa"", 'Galio']","[86, 113, 53, 48, 31]"
blue,4373264162,False,"['Malphite', ""Rek'Sai"", 'Syndra', 'Senna', 'Soraka']","[69, 94, 114, 101, 111]"
red,4373264162,True,"['Garen', 'Ekko', 'Ahri', 'Miss Fortune', 'Morgana']","[33, 24, 1, 73, 76]"
blue,4369591341,True,"['Ornn', 'Lee Sin', 'Cassiopeia', 'Jinx', 'Soraka']","[86, 62, 17, 47, 111]"
red,4369591341,False,"['Jax', 'Olaf', 'Yasuo', 'Ezreal', 'Karma']","[44, 84, 140, 27, 50]"
blue,4369486523,False,"['Fiora', 'Diana', 'Camille', 'Xayah', 'Thresh']","[29, 21, 16, 137, 120]"
red,4369486523,True,"['Sion', 'Sylas', ""Vel'Koz"", 'Aphelios', 'Pyke']","[107, 113, 131, 7, 89]"
blue,4725796553,False,"['Maokai', 'Graves', 'Galio', 'Sivir', 'Yuumi']","[71, 36, 31, 108, 142]"
red,4725796553,True,"['Riven', 'Rammus', 'Orianna', 'Caitlyn', 'Janna']","[97, 93, 85, 15, 42]"
blue,4725746114,False,"['Orianna', ""Kha'Zix"", 'Tristana', 'Aphelios', 'Thresh']","[85, 57, 121, 7, 120]"
red,4725746114,True,"['Ahri', 'Rammus', 'Zed', 'Caitlyn', 'Janna']","[1, 93, 144, 15, 42]"
blue,4705611707,True,"['Shen', 'Graves', 'Ekko', ""Kai'Sa"", 'Thresh']","[104, 36, 24, 48, 120]"
red,4705611707,False,"['Darius', 'Rengar', 'Orianna', 'Ezreal', 'Nautilus']","[20, 96, 85, 27, 79]"
blue,4700314810,True,"['Garen', 'Ivern', 'Katarina', 'Aphelios', 'Janna']","[33, 41, 53, 7, 42]"
red,4700314810,False,"['Fiora', 'Ekko', 'Quinn', 'Ezreal', 'Karma']","[29, 24, 91, 27, 50]"
blue,4695004774,True,"['Maokai', 'Ekko', 'Vladimir', 'Ezreal', 'Thresh']","[71, 24, 134, 27, 120]"
red,4695004774,False,"['Volibear', 'Zac', 'Katarina', 'Ashe', 'Leona']","[135, 143, 53, 8, 63]"
blue,4694588948,False,"['Wukong', 'Nidalee', 'Kennen', 'Jinx', 'Sona']","[74, 81, 56, 47, 110]"
red,4694588948,True,"['Renekton', 'Zac', 'Rumble', 'Draven', 'Thresh']","[95, 143, 98, 22, 120]"
blue,4694594298,False,"['Garen', 'Master Yi', 'Vladimir', ""Kog'Maw"", 'Lulu']","[33, 72, 134, 60, 67]"
red,4694594298,True,"['Wukong', 'Trundle', 'Kassadin', 'Vayne', 'Soraka']","[74, 122, 52, 129, 111]"
blue,4690739356,True,"['Fiora', 'Dr. Mundo', 'Viktor', 'Ezreal', 'Thresh']","[29, 23, 133, 27, 120]"
red,4690739356,False,"['Teemo', 'Hecarim', 'Annie', 'Sivir', 'Karma']","[119, 37, 6, 108, 50]"
blue,4684136278,False,"['Maokai', 'Olaf', 'Neeko', 'Varus', 'Leona']","[71, 84, 80, 128, 63]"
red,4684136278,True,"['Aatrox', 'Fiddlesticks', 'Corki', 'Vayne', 'Karma']","[0, 28, 19, 129, 50]"
blue,4681554581,True,"['Volibear', 'Nidalee', 'LeBlanc', 'Aphelios', 'Lulu']","[135, 81, 61, 7, 67]"
red,4681554581,False,"['Poppy', 'Jarvan IV', 'Twisted Fate', 'Tristana', 'Morgana']","[88, 43, 124, 121, 76]"
blue,4681510698,False,"['Gragas', 'Nocturne', 'Galio', 'Ezreal', 'Pyke']","[35, 82, 31, 27, 89]"
red,4681510698,True,"['Soraka', 'Hecarim', 'Fizz', 'Lux', 'Leona']","[111, 37, 30, 68, 63]"
blue,4678862144,False,"['Sion', 'Kayn', 'Corki', 'Soraka', 'Senna']","[107, 55, 19, 111, 101]"
red,4678862144,True,"['Renekton', 'Fiddlesticks', 'Ekko', 'Caitlyn', 'Leona']","[95, 28, 24, 15, 63]"
blue,4678794935,True,"['Rumble', 'Nunu & Willump', 'Kassadin', 'Ezreal', 'Blitzcrank']","[98, 83, 52, 27, 12]"
red,4678794935,False,"['Karma', 'Zac', 'Twisted Fate', 'Caitlyn', 'Morgana']","[50, 143, 124, 15, 76]"
blue,4670685234,False,"['Darius', 'Lee Sin', 'Ryze', 'Jhin', 'Zilean']","[20, 62, 99, 46, 146]"
red,4670685234,True,"['Teemo', 'Trundle', 'Twisted Fate', 'Ezreal', 'Yuumi']","[119, 122, 124, 27, 142]"
blue,4657456471,False,"['Darius', 'Ekko', 'Zed', 'Caitlyn', 'Senna']","[20, 24, 144, 15, 101]"
red,4657456471,True,"['Gnar', 'Jarvan IV', 'Akali', ""Kog'Maw"", 'Lulu']","[34, 43, 2, 60, 67]"
blue,4657340197,False,"['Malphite', 'Wukong', 'Diana', 'Ezreal', 'Nami']","[69, 74, 21, 27, 77]"
red,4657340197,True,"['Renekton', 'Kayn', 'Vladimir', 'Ashe', 'Xerath']","[95, 55, 134, 8, 138]"
blue,4651600744,True,"['Garen', 'Zac', 'Cassiopeia', 'Jhin', 'Nami']","[33, 143, 17, 46, 77]"
red,4651600744,False,"['Ryze', 'Trundle', 'Anivia', 'Aphelios', 'Blitzcrank']","[99, 122, 5, 7, 12]"
blue,4648261535,False,"['Darius', 'Kayn', 'Katarina', ""Kog'Maw"", 'Lulu']","[20, 55, 53, 60, 67]"
red,4648261535,True,"['Renekton', 'Rengar', 'Diana', 'Aphelios', 'Yuumi']","[95, 96, 21, 7, 142]"
blue,4647959674,False,"['Darius', 'Graves', 'Orianna', 'Lucian', 'Janna']","[20, 36, 85, 66, 42]"
red,4647959674,True,"['Vladimir', 'Nunu & Willump', 'Yasuo', 'Ezreal', 'Karma']","[134, 83, 140, 27, 50]"
blue,4642586154,False,"['Camille', 'Hecarim', 'Ahri', 'Aphelios', 'Soraka']","[16, 37, 1, 7, 111]"
red,4642586154,True,"['Kennen', 'Jarvan IV', 'Kassadin', 'Lucian', 'Lulu']","[56, 43, 52, 66, 67]"
blue,4633291447,True,"['Camille', 'Kayn', 'Cassiopeia', 'Yasuo', 'Taric']","[16, 55, 17, 140, 118]"
red,4633291447,False,"['Vladimir', 'Wukong', 'Viktor', 'Ezreal', 'Yuumi']","[134, 74, 133, 27, 142]"
blue,4633253282,True,"['Teemo', 'Ekko', 'Viktor', 'Aphelios', 'Thresh']","[119, 24, 133, 7, 120]"
red,4633253282,False,"['Camille', 'Graves', 'Zilean', 'Karma', 'Janna']","[16, 36, 146, 50, 42]"
blue,4633118600,False,"['Darius', 'Kayn', 'Lux', 'Irelia', 'Karma']","[20, 55, 68, 40, 50]"
red,4633118600,True,"['Sett', 'Shyvana', 'Aurelion Sol', 'Aphelios', 'Soraka']","[102, 105, 9, 7, 111]"
blue,4633071178,False,"['Maokai', 'Jarvan IV', 'Syndra', 'Ezreal', 'Yuumi']","[71, 43, 114, 27, 142]"
red,4633071178,True,"['Trundle', 'Nunu & Willump', 'Sylas', 'Vayne', 'Lulu']","[122, 83, 113, 129, 67]"
blue,4633063837,False,"['Gangplank', 'Fiddlesticks', 'Cassiopeia', 'Irelia', 'Lulu']","[32, 28, 17, 40, 67]"
red,4633063837,True,"['Mordekaiser', 'Hecarim', 'Orianna', 'Ezreal', 'Bard']","[75, 37, 85, 27, 11]"
blue,4628976056,False,"['Garen', 'Kassadin', 'Sett', 'Varus', ""Vel'Koz""]","[33, 52, 102, 128, 131]"
red,4628976056,True,"['Vayne', 'Kayn', 'Ahri', 'Lucian', 'Nami']","[129, 55, 1, 66, 77]"
blue,4628935498,True,"['Camille', ""Kha'Zix"", 'Syndra', 'Draven', 'Lulu']","[16, 57, 114, 22, 67]"
red,4628935498,False,"['Gangplank', ""Rek'Sai"", ""Vel'Koz"", 'Ezreal', 'Lux']","[32, 94, 131, 27, 68]"
blue,4621682820,False,"['Nautilus', 'Sejuani', 'Annie', 'Vayne', 'Senna']","[79, 100, 6, 129, 101]"
red,4621682820,True,"['Jax', 'Graves', 'Fizz', 'Lucian', 'Soraka']","[44, 36, 30, 66, 111]"
blue,4602961064,False,"['Kled', ""Rek'Sai"", 'Sylas', 'Caitlyn', 'Lulu']","[59, 94, 113, 15, 67]"
red,4602961064,True,"['Ornn', 'Graves', 'Viktor', 'Ezreal', 'Yuumi']","[86, 36, 133, 27, 142]"
blue,4602712464,False,"['Camille', 'Trundle', 'Viktor', 'Tristana', 'Leona']","[16, 122, 133, 121, 63]"
red,4602712464,True,"['Riven', 'Zac', 'Cassiopeia', ""Kai'Sa"", 'Nautilus']","[97, 143, 17, 48, 79]"
blue,4602582226,False,"['Kled', 'Kayn', 'Malzahar', 'Ezreal', 'Rakan']","[59, 55, 70, 27, 92]"
red,4602582226,True,"['Camille', 'Ekko', 'Syndra', 'Lucian', 'Janna']","[16, 24, 114, 66, 42]"
blue,4602493110,True,"['Wukong', 'Kayn', 'Ekko', ""Kai'Sa"", 'Thresh']","[74, 55, 24, 48, 120]"
red,4602493110,False,"['Camille', 'Lee Sin', 'Syndra', 'Ezreal', 'Janna']","[16, 62, 114, 27, 42]"
blue,4602330911,True,"['Malphite', 'Master Yi', 'Taric', 'Lucian', 'Lulu']","[69, 72, 118, 66, 67]"
red,4602330911,False,"['Irelia', 'Rammus', 'Syndra', 'Aphelios', 'Soraka']","[40, 93, 114, 7, 111]"
blue,4586784124,False,"['Camille', 'Kayn', 'Vladimir', 'Cassiopeia', 'Nautilus']","[16, 55, 134, 17, 79]"
red,4586784124,True,"['Irelia', 'Graves', 'Syndra', 'Miss Fortune', 'Thresh']","[40, 36, 114, 73, 120]"
blue,4586576300,False,"['Renekton', 'Udyr', 'Nocturne', 'Xayah', 'Thresh']","[95, 126, 82, 137, 120]"
red,4586576300,True,"['Vladimir', 'Graves', 'Syndra', 'Aphelios', 'Rakan']","[134, 36, 114, 7, 92]"
blue,4586386134,False,"['Vladimir', 'Shyvana', 'Irelia', 'Vayne', 'Lulu']","[134, 105, 40, 129, 67]"
red,4586386134,True,"['Darius', 'Wukong', 'Syndra', 'Aphelios', 'Janna']","[20, 74, 114, 7, 42]"
blue,4586050244,True,"['Sylas', ""Rek'Sai"", ""Vel'Koz"", 'Jinx', 'Taric']","[113, 94, 131, 47, 118]"
red,4586050244,False,"['Fiora', 'Sejuani', 'Lulu', 'Aphelios', 'Karma']","[29, 100, 67, 7, 50]"
blue,4572944443,False,"['Jayce', 'Elise', 'Aurelion Sol', 'Miss Fortune', 'Taric']","[45, 25, 9, 73, 118]"
red,4572944443,True,"['Irelia', 'Ekko', 'Fiora', 'Ezreal', 'Janna']","[40, 24, 29, 27, 42]"
blue,4571604143,True,"['Wukong', 'Jarvan IV', 'Diana', 'Ezreal', 'Taric']","[74, 43, 21, 27, 118]"
red,4571604143,False,"['Camille', 'Nidalee', 'Xerath', 'Tristana', 'Nautilus']","[16, 81, 138, 121, 79]"
blue,4571037836,True,"['Malphite', 'Udyr', 'Vladimir', 'Lucian', 'Nami']","[69, 126, 134, 66, 77]"
red,4571037836,False,"['Renekton', 'Nidalee', 'Malzahar', 'Xayah', 'Lulu']","[95, 81, 70, 137, 67]"
blue,4570638866,False,"[""Cho'Gath"", 'Jarvan IV', 'Syndra', 'Aphelios', 'Thresh']","[18, 43, 114, 7, 120]"
red,4570638866,True,"['Renekton', 'Nidalee', 'Xerath', 'Ashe', 'Lulu']","[95, 81, 138, 8, 67]"
blue,4566381838,True,"['Vayne', 'Graves', 'Fizz', 'Varus', 'Nautilus']","[129, 36, 30, 128, 79]"
red,4566381838,False,"['Mordekaiser', ""Kha'Zix"", 'Lulu', 'Miss Fortune', 'Yuumi']","[75, 57, 67, 73, 142]"
